Q_ID,Video_ID,Rank,Answer,Time (sec)
Pne0cC8Zn70,Pne0cC8Zn70,1,There are no chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,2,There are no chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,3,There are no chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,4,There are no chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,5,There are no chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,6,There are two chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,7,There are no chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,8,There are no chairs visible in the video.,0.3783
Pne0cC8Zn70,Pne0cC8Zn70,9,"In the video, there is one chair visible.",0.3783
Pne0cC8Zn70,Pne0cC8Zn70,10,"In the video, there are two chairs visible.",0.3783
POH-lLoKOLs,POH-lLoKOLs,1,There are no clipboards in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,2,There are two clipboards in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,3,There are no clipboards in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,4,There are two clipboards in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,5,There is one clipboard in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,6,There is one clipboard visible in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,7,There are no clipboards in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,8,There is one clipboard in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,9,There is one clipboard visible in the video.,0.2409
POH-lLoKOLs,POH-lLoKOLs,10,There is one clipboard visible in the video.,0.2409
PplfkMi3JFs,PplfkMi3JFs,1,"The couple sits on the floor, presumably to enjoy each other's company in a more intimate setting.",0.5597
PplfkMi3JFs,PplfkMi3JFs,2,"The couple is seen sitting on the floor, likely in a moment of intimacy or conversation, but the image does not provide further details about what happens next.",0.5597
PplfkMi3JFs,PplfkMi3JFs,3,"The couple sits on the floor, enjoying each other's company in a quiet moment.",0.5597
PplfkMi3JFs,PplfkMi3JFs,4,"The couple sits on the floor, sharing a moment of intimacy.",0.5597
PplfkMi3JFs,PplfkMi3JFs,5,"After the couple sits on the floor, they share a tender moment, reflecting on their love and connection.",0.5597
PplfkMi3JFs,PplfkMi3JFs,6,"The couple is shown sitting on the floor, likely continuing their intimate moment, as the image does not provide additional context for what happens next.",0.5597
PplfkMi3JFs,PplfkMi3JFs,7,"After sitting on the floor, the couple starts to dance together.",0.5597
PplfkMi3JFs,PplfkMi3JFs,8,"The couple sits on the floor and then stands up, continuing their conversation.",0.5597
PplfkMi3JFs,PplfkMi3JFs,9,The couple lies down on the floor after sitting.,0.5597
PplfkMi3JFs,PplfkMi3JFs,10,"The couple sits on the floor, possibly in a moment of intimacy or contemplation, with the man's hand gently resting on the woman's thigh.",0.5597
Ppp5gODf8PU,Ppp5gODf8PU,1,The bicyclist is jumping over two steps.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,2,The bicyclist is jumping over two steps.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,3,The bicyclist is jumping over two steps.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,4,The bicyclist is jumping over two steps.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,5,The bicyclist is jumping over 2 steps.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,6,The bicyclist is jumping over two steps in the image.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,7,The bicyclist is jumping over two steps.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,8,The bicyclist is jumping over two steps.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,9,The bicyclist is jumping over 1 step.,0.3022
Ppp5gODf8PU,Ppp5gODf8PU,10,The bicyclist is jumping over two steps.,0.3022
PTwap56YrbE,PTwap56YrbE,1,There are no lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,2,There are two lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,3,There are no lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,4,There are no lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,5,There are no lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,6,There are no lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,7,There are no lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,8,There is one lion in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,9,There are two lions in the video.,0.3489
PTwap56YrbE,PTwap56YrbE,10,There are no lions in the video.,0.3489
PUxRZtAntBE,PUxRZtAntBE,1,There is no indication in the image that the doll is vomiting or has balls. It appears to be a simple depiction of a doll holding something in its hands.,0.6135
PUxRZtAntBE,PUxRZtAntBE,2,"No, the doll is not capable of vomiting, as it is a toy and not a living organism.",0.6135
PUxRZtAntBE,PUxRZtAntBE,3,"No, the image does not depict a doll vomiting out balls; it appears to be a simple drawing of a doll holding two balls.",0.6135
PUxRZtAntBE,PUxRZtAntBE,4,"No, the doll in the image is not vomiting out the balls; it is simply holding them in its hand.",0.6135
PUxRZtAntBE,PUxRZtAntBE,5,"No, dolls are inanimate objects and cannot vomit. The image you provided seems to be a blank sheet, so there is no doll or balls present to consider in this context.",0.6135
PUxRZtAntBE,PUxRZtAntBE,6,"The image you provided does not contain any information about a doll or balls, so it's not possible to determine if the doll will vomit out the balls based on this image alone.",0.6135
PUxRZtAntBE,PUxRZtAntBE,7,"No, the doll is a toy and cannot vomit.",0.6135
PUxRZtAntBE,PUxRZtAntBE,8,"No, the doll in the image is a toy and cannot vomit.",0.6135
PUxRZtAntBE,PUxRZtAntBE,9,"The image you've provided is quite abstract and doesn't depict a doll or any action involving balls. If you have a specific scenario or context in mind, please provide more details so I can assist you better.",0.6135
PUxRZtAntBE,PUxRZtAntBE,10,"No, dolls do not vomit; they are inanimate objects and cannot perform biological functions.",0.6135
PV6Tz265kx8,PV6Tz265kx8,1,"The girl suddenly turns around, startled by her own thought of a monster.",0.4685
PV6Tz265kx8,PV6Tz265kx8,2,The girl begins to imagine the monster becoming more and more terrifying.,0.4685
PV6Tz265kx8,PV6Tz265kx8,3,The girl's expression changes to one of fear as she imagines a monster lurking in the shadows.,0.4685
PV6Tz265kx8,PV6Tz265kx8,4,The girl begins to feel a sense of unease and fear as the monster in her imagination takes on a more tangible form.,0.4685
PV6Tz265kx8,PV6Tz265kx8,5,The girl immediately starts to feel scared and begins to run away from the thought of the monster.,0.4685
PV6Tz265kx8,PV6Tz265kx8,6,"Right after the girl has the thought of a monster in her head, she quickly opens the door.",0.4685
PV6Tz265kx8,PV6Tz265kx8,7,The girl starts to feel scared and anxious as the thought of the monster grows more vivid in her mind.,0.4685
PV6Tz265kx8,PV6Tz265kx8,8,The girl's expression shifts to one of fear and anxiety as she realizes the terrifying implications of her imagination.,0.4685
PV6Tz265kx8,PV6Tz265kx8,9,The girl starts to feel scared as she imagines the monster lurking in the darkness.,0.4685
PV6Tz265kx8,PV6Tz265kx8,10,"The girl immediately begins to scream and run away in terror, convinced the monster is real.",0.4685
PVBx6n2iGo8,PVBx6n2iGo8,1,"Clutch pencils are best for Architech's sketches because they offer a clean, precise line with minimal effort, making them ideal for detailed and technical drawings.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,2,"Clutch pencils are best for Architech's sketches because they allow for precise and clean lines without the need for erasing, which is ideal for detailed and accurate technical drawings.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,3,"Clutch pencils are best for Architech's sketches because they allow for precise control and erasability, making it easy to make adjustments and corrections as needed.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,4,"Clutch pencils are best for Architech's sketches because they allow for precise and easy erasing, which is crucial for making adjustments and maintaining clean lines in technical drawings.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,5,"Clutch pencils are best for Architech's sketches because they provide a consistent lead that does not smudge, making it easier to create precise and clean lines.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,6,"Clutch pencils are best for Architech's sketches because they allow for precise and easy erasing of lines, which is crucial for detailed and accurate technical drawings.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,7,"Clutch pencils are best for Architech's sketches because they allow for precise, clean lines and easy erasing, which is ideal for detailed and frequent drawing.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,8,"Clutch pencils are best for Architech's sketches because they allow for easy erasing of mistakes, enabling precise and clean lines essential for architectural drawings.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,9,"Clutch pencils are best for Architech's sketches because they allow for easy erasing of mistakes, which is crucial for the precision required in architectural drawings.",0.6052
PVBx6n2iGo8,PVBx6n2iGo8,10,"Clutch pencils are best for Architech's sketches because they offer a consistent line width and can be easily erased, which is ideal for detailed and frequent adjustments in architectural drawings.",0.6052
PW1sQlKz26g,PW1sQlKz26g,1,The video ends with the sound of applause.,0.603
PW1sQlKz26g,PW1sQlKz26g,2,The video ends with the sound of applause.,0.603
PW1sQlKz26g,PW1sQlKz26g,3,The sounds heard at the end of the video are the laughter of the people involved and the applause of the audience.,0.603
PW1sQlKz26g,PW1sQlKz26g,4,The video ends with a sound effect that resembles a door closing.,0.603
PW1sQlKz26g,PW1sQlKz26g,5,The video ends with the sound of applause.,0.603
PW1sQlKz26g,PW1sQlKz26g,6,"At the end of the video, there are sounds of applause and cheering.",0.603
PW1sQlKz26g,PW1sQlKz26g,7,The video ends with the sound of a door closing.,0.603
PW1sQlKz26g,PW1sQlKz26g,8,The video ends with the sound of applause.,0.603
PW1sQlKz26g,PW1sQlKz26g,9,The video ends with a sound of a bell ringing.,0.603
PW1sQlKz26g,PW1sQlKz26g,10,"At the end of the video, there are no specific sounds mentioned, only a ""Thank you.""",0.603
PWP17NlIgs8,PWP17NlIgs8,1,"The man likely watches the spaghetti cook, occasionally stirring the pot to prevent it from sticking.",0.7065
PWP17NlIgs8,PWP17NlIgs8,2,The man will likely observe the spaghetti cooking in the boiling water and possibly prepare to add more ingredients or seasonings.,0.7065
PWP17NlIgs8,PWP17NlIgs8,3,"After a man enters a kitchen where someone has just put a handful of spaghetti into a pot of boiling water, he might be surprised by the steam and the boiling water, and possibly be reminded to help with the cooking.",0.7065
PWP17NlIgs8,PWP17NlIgs8,4,"The man likely sees the spaghetti boiling and might notice steam rising, indicating the water is hot, and he might be about to cook the spaghetti or assist in preparing it.",0.7065
PWP17NlIgs8,PWP17NlIgs8,5,"After a man enters a kitchen where someone has just put a handful of spaghetti into a pot of boiling water, he might notice the spaghetti cooking and consider adding more ingredients to the pot.",0.7065
PWP17NlIgs8,PWP17NlIgs8,6,"The man likely looks at the pot of boiling water and then proceeds to either cook the spaghetti or add other ingredients, as the initial action of putting spaghetti into boiling water is a common first step in cooking pasta.",0.7065
PWP17NlIgs8,PWP17NlIgs8,7,"The man will likely see the spaghetti boiling in the pot, and the steam rising, indicating the cooking process has begun.",0.7065
PWP17NlIgs8,PWP17NlIgs8,8,"The man likely watches the spaghetti cook, possibly commenting on the timing or adding other ingredients as it cooks.",0.7065
PWP17NlIgs8,PWP17NlIgs8,9,The man likely observes the spaghetti cooking in the boiling water and might be preparing to cook the pasta or serve it.,0.7065
PWP17NlIgs8,PWP17NlIgs8,10,The man would likely see the spaghetti boiling vigorously in the pot and might be curious to see if it will cook properly.,0.7065
PXboa0HtgZI,PXboa0HtgZI,1,"The girl wants to be left alone or perhaps she is trying to communicate a message, but without more context, it's difficult to determine her exact desire.",0.6515
PXboa0HtgZI,PXboa0HtgZI,2,"The girl in the image appears to be reaching out with her hand, possibly indicating a desire for help, attention, or something specific she needs.",0.6515
PXboa0HtgZI,PXboa0HtgZI,3,"The girl in the picture appears to be holding a flower, which could imply she wants to give it to someone or perhaps it's a gift she has received.",0.6515
PXboa0HtgZI,PXboa0HtgZI,4,The girl wants to be left alone and not be interrupted by the man.,0.6515
PXboa0HtgZI,PXboa0HtgZI,5,"The girl in the picture seems to be looking at something off-camera, but there is no specific indication of what she wants in the image.",0.6515
PXboa0HtgZI,PXboa0HtgZI,6,"The girl appears to want to be left alone or possibly to express her feelings, but without additional context, it's not possible to determine her exact desire.",0.6515
PXboa0HtgZI,PXboa0HtgZI,7,The girl wants a cookie.,0.6515
PXboa0HtgZI,PXboa0HtgZI,8,"The girl in the picture appears to be looking up and smiling, which might suggest she is happy or content with something she sees or thinks about. However, without more context, it's difficult to determine exactly what she wants.",0.6515
PXboa0HtgZI,PXboa0HtgZI,9,"The girl in the picture seems to be looking at something off-camera with a neutral or curious expression, but the image does not provide enough context to determine what she specifically wants.",0.6515
PXboa0HtgZI,PXboa0HtgZI,10,"The girl in the picture appears to be looking at a piece of paper or a card, but there is no clear indication of what she specifically wants.",0.6515
PxeevNPl86k,PxeevNPl86k,1,The pump is pumped once the first time.,0.5196
PxeevNPl86k,PxeevNPl86k,2,The pump is pumped once the first time.,0.5196
PxeevNPl86k,PxeevNPl86k,3,The pump is pumped once the first time.,0.5196
PxeevNPl86k,PxeevNPl86k,4,The pump is pumped once the first time.,0.5196
PxeevNPl86k,PxeevNPl86k,5,The pump is pumped once the first time.,0.5196
PxeevNPl86k,PxeevNPl86k,6,The pump is pumped 5 times the first time.,0.5196
PxeevNPl86k,PxeevNPl86k,7,"The first time the pump is pumped, it is pumped once.",0.5196
PxeevNPl86k,PxeevNPl86k,8,"The image shows a single pump, so the first time the pump is pumped is once.",0.5196
PxeevNPl86k,PxeevNPl86k,9,The pump is pumped once the first time.,0.5196
PxeevNPl86k,PxeevNPl86k,10,The pump is pumped 10 times the first time.,0.5196
Pxnq5xf6m6o,Pxnq5xf6m6o,1,"In the video, we see a total of five fingers.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,2,"In the video, we can see one finger.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,3,"In the video, we see a total of two fingers.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,4,"In the video, we see a total of five fingers.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,5,"In the video, there are three fingers visible.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,6,"In the video, we can see two fingers.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,7,"In the video, we see a total of four fingers.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,8,"In the video, we see two fingers.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,9,"In the video, we see one finger.",0.382
Pxnq5xf6m6o,Pxnq5xf6m6o,10,"In the video, we see a total of five fingers.",0.382
PyphToMehZQ,PyphToMehZQ,1,The tirade in the video repeatedly references the Catholic Church and the Pope.,0.3373
PyphToMehZQ,PyphToMehZQ,2,The video contains a tirade that repeatedly references the Christian religion.,0.3373
PyphToMehZQ,PyphToMehZQ,3,The tirade in the video repeatedly references the Christian religion.,0.3373
PyphToMehZQ,PyphToMehZQ,4,The tirade in the video repeatedly references the Jewish religion.,0.3373
PyphToMehZQ,PyphToMehZQ,5,The tirade in the video repeatedly references the Jewish religion.,0.3373
PyphToMehZQ,PyphToMehZQ,6,The tirade in the video repeatedly references the Catholic Church and its teachings.,0.3373
PyphToMehZQ,PyphToMehZQ,7,The tirade in the video repeatedly references the Jewish community.,0.3373
PyphToMehZQ,PyphToMehZQ,8,The tirade in the video repeatedly references the Jewish religion or religious group.,0.3373
PyphToMehZQ,PyphToMehZQ,9,The tirade in the video repeatedly references the Muslim religion.,0.3373
PyphToMehZQ,PyphToMehZQ,10,The tirade in the video repeatedly references the Muslim community.,0.3373
PZjuizzTJ38,PZjuizzTJ38,1,The paper has been cut twice.,0.2874
PZjuizzTJ38,PZjuizzTJ38,2,The paper has been cut once.,0.2874
PZjuizzTJ38,PZjuizzTJ38,3,The paper in the image has been cut twice.,0.2874
PZjuizzTJ38,PZjuizzTJ38,4,The image shows two cuts on the paper.,0.2874
PZjuizzTJ38,PZjuizzTJ38,5,The image shows two cuts in the paper.,0.2874
PZjuizzTJ38,PZjuizzTJ38,6,The paper has been cut once.,0.2874
PZjuizzTJ38,PZjuizzTJ38,7,The image shows a single cut in the paper.,0.2874
PZjuizzTJ38,PZjuizzTJ38,8,The paper in the image has been cut into two pieces.,0.2874
PZjuizzTJ38,PZjuizzTJ38,9,The image shows two cuts on the paper.,0.2874
PZjuizzTJ38,PZjuizzTJ38,10,The paper in the image has been cut once.,0.2874
PZWAlJSL7Kc,PZWAlJSL7Kc,1,"The white compound applied to the wood is likely a sealant or primer, commonly used to protect the wood and improve its appearance.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,2,"The white compound applied to the wood is likely a primer, which is used to prepare the surface for painting or staining.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,3,"The white compound applied to the wood is likely a protective coating such as primer or a sealant, which is commonly used before painting or staining to ensure better adhesion and protection.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,4,"The white compound applied to the wood is likely a sealant or primer, used to protect the wood and prepare it for finishing.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,5,"The white compound applied to the wood appears to be a sealant or primer, commonly used to protect and prepare the wood surface for painting or further treatment.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,6,"The white compound applied to the wood is likely a primer, which is a base coat used to prepare the surface for paint.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,7,"The white compound applied to the wood is likely a primer or a sealant, which is used to prepare the surface before painting or to protect the wood.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,8,"The white compound applied to the wood appears to be a primer or a sealant, likely used to prepare the surface for painting or to protect the wood.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,9,"The white compound applied to the wood is likely a type of sealant, primer, or protective coating.",0.7183
PZWAlJSL7Kc,PZWAlJSL7Kc,10,"The white compound applied to the wood is likely a type of sealant or protective coating, such as a primer or an undercoat.",0.7183
Q0TEj9p73h0,Q0TEj9p73h0,1,"The boy is holding a brown object, possibly a book or a box, and appears to be examining it closely.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,2,"The boy appears to be holding a brown object, possibly a toy or a piece of food, in his hand.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,3,"The boy is holding a brown object in his hand, but the image is too small to determine exactly what the object is.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,4,"The boy is holding a brown object, which appears to be a stick or a small branch, and he seems to be examining it closely.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,5,"The boy is holding a brown object, possibly a book or a box, and appears to be examining it closely.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,6,"The boy is holding a brown object in his hand, but the specific activity or action he is performing with it is not clear from the image alone.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,7,"The boy is holding a brown object, which appears to be a small box or container, possibly examining or inspecting it.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,8,"The boy is holding a brown object, but the image does not provide enough detail to determine exactly what he is doing with it.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,9,"The boy is holding a brown object, which appears to be a toy or a tool, and is looking at it with a focused expression.",0.5586
Q0TEj9p73h0,Q0TEj9p73h0,10,"The boy is holding a brown object in his hand, but the specific action he is performing with it is not clear from the image.",0.5586
Q5eSe5WBHcQ,Q5eSe5WBHcQ,1,"The animals are not attacking each other as they are seen engaging in behaviors that are typical of play, such as gentle pushing and playful posturing, rather than the more aggressive and forceful actions associated with fighting.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,2,"The animals appear to be in a relaxed posture, without aggressive postures or behaviors such as biting or pawing, which suggests they are playing rather than attacking.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,3,"The animals are not attacking each other as they are seen standing on their hind legs in a playful manner, with no signs of aggression or struggle.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,4,"The animals appear to be engaging in typical playful behavior, as they are not showing signs of aggression such as growling, biting, or maintaining a defensive posture.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,5,"The animals appear to be engaged in playful behavior, indicated by their relaxed body language and the lack of any signs of aggression such as growling, biting, or trying to dominate.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,6,"The animals are not attacking each other as they are not showing signs of aggression such as growling, biting, or trying to dominate each other. Instead, they appear to be in a playful posture and interaction, possibly wrestling or mock fighting.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,7,"The animals appear to be in a playful stance, with no signs of aggression such as bared teeth, raised paws, or direct eye contact that would typically indicate a threat or fight.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,8,"The animals are not displaying any aggressive postures or behaviors that would suggest an attack; instead, they appear to be in a relaxed and playful stance.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,9,"The animals are not attacking; they are playing, as indicated by their relaxed body language and the absence of aggressive postures or movements.",0.7994
Q5eSe5WBHcQ,Q5eSe5WBHcQ,10,The animals are not attacking each other because they are standing calmly and not displaying any aggressive body language or behavior.,0.7994
Q6aMqZwNJlg,Q6aMqZwNJlg,1,The predator ends up with the prey.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,2,The predator ends up with the prey.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,3,The fox ends up with the prey.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,4,The animal that ends up with the prey is the one that successfully captures it in the hunt.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,5,The animal that ends up with the prey is the predator.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,6,The predator ends up with the prey.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,7,The lion ends up with the prey.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,8,The animal that ends up with the prey is the one that successfully hunts and captures it.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,9,The predator ends up with the prey.,0.3462
Q6aMqZwNJlg,Q6aMqZwNJlg,10,The predator ends up with the prey.,0.3462
Q6HqOkL4MCA,Q6HqOkL4MCA,1,The image shows a single glass of drink.,0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,2,The guy in the image drank one glass of drink.,0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,3,"The image shows a person holding a glass of drink, but it is not possible to determine the exact number of glasses of drink the person has consumed from the image alone.",0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,4,The image does not provide enough information to determine how many glasses of drink the guy drank.,0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,5,The image does not provide enough information to determine how many glasses of drink the guy drank.,0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,6,The image does not provide enough information to determine how many glasses of drink the guy drank.,0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,7,"The image shows a person holding a glass of drink, so the person drank one glass of drink.",0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,8,The image shows a single glass of drink.,0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,9,The image does not provide enough information to determine how many glasses of drink the guy drank.,0.5937
Q6HqOkL4MCA,Q6HqOkL4MCA,10,The image does not provide enough information to determine how many glasses of drink the guy drank.,0.5937
Q6Zx5bJHSuU,Q6Zx5bJHSuU,1,The video shows a close-up of a person cutting a piece of wood with a saw.,0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,2,"In the video, a piece of fruit is being cut.",0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,3,"In the video, a piece of paper is being cut.",0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,4,"In the video, a tomato is being cut.",0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,5,"The video shows a close-up of a knife cutting through a piece of food, likely a piece of fruit or vegetable, on a cutting board.",0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,6,"In the video, a piece of meat is being cut.",0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,7,"In the video, a person is cutting a piece of wood.",0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,8,The video shows a person cutting a piece of paper with a pair of scissors.,0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,9,"In the video, a slice of pizza is being cut.",0.569
Q6Zx5bJHSuU,Q6Zx5bJHSuU,10,"In the video, a piece of meat is being cut.",0.569
QFljXc4WpFA,QFljXc4WpFA,1,The two men of authority are each holding a gun and a sword.,0.6037
QFljXc4WpFA,QFljXc4WpFA,2,The two men of authority are each holding a sword and a shield.,0.6037
QFljXc4WpFA,QFljXc4WpFA,3,The two men of authority are each holding a sword.,0.6037
QFljXc4WpFA,QFljXc4WpFA,4,The two men of authority are each holding a sword.,0.6037
QFljXc4WpFA,QFljXc4WpFA,5,The two men of authority are each holding a sword and a shield.,0.6037
QFljXc4WpFA,QFljXc4WpFA,6,The two men of authority are each holding a sword.,0.6037
QFljXc4WpFA,QFljXc4WpFA,7,The two men of authority are each wielding a sword and a shield.,0.6037
QFljXc4WpFA,QFljXc4WpFA,8,The two men of authority are each equipped with a sword and a spear.,0.6037
QFljXc4WpFA,QFljXc4WpFA,9,The two men of authority are each holding a sword.,0.6037
QFljXc4WpFA,QFljXc4WpFA,10,The two men of authority are each holding a gun and a knife.,0.6037
QgQRjBsxT-M,QgQRjBsxT-M,1,Saris originated from the Indian subcontinent.,0.3906
QgQRjBsxT-M,QgQRjBsxT-M,2,"Saris originated from India, where it is a traditional garment worn by women.",0.3906
QgQRjBsxT-M,QgQRjBsxT-M,3,Saris originated from the Indian subcontinent.,0.3906
QgQRjBsxT-M,QgQRjBsxT-M,4,Saris originated from the Indian subcontinent.,0.3906
QgQRjBsxT-M,QgQRjBsxT-M,5,Saris originated from India.,0.3906
QgQRjBsxT-M,QgQRjBsxT-M,6,"Saris originated from the Indian subcontinent, particularly from regions such as the Indian states of Rajasthan and Gujarat.",0.3906
QgQRjBsxT-M,QgQRjBsxT-M,7,Saris originated from the Indian subcontinent.,0.3906
QgQRjBsxT-M,QgQRjBsxT-M,8,Saris originated from India.,0.3906
QgQRjBsxT-M,QgQRjBsxT-M,9,Saris originated from India.,0.3906
QgQRjBsxT-M,QgQRjBsxT-M,10,"Saris originated from the Indian subcontinent, specifically from the region of Rajasthan, India.",0.3906
QgzFuzktegE,QgzFuzktegE,1,The video does not provide specific information about how long it took for the man to learn how to play the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,2,The video does not provide specific information about how long it took for the man to learn the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,3,The video does not provide specific details about the duration it took for the man to learn the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,4,The video does not provide specific details about the duration it took for the man to learn how to play the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,5,The video suggests that it took the man 15 years of practice to reach his current level of proficiency on the flute.,0.8604
QgzFuzktegE,QgzFuzktegE,6,The video does not provide specific details about the duration it took for the man to learn the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,7,The video does not provide specific information about the duration it took for the man to learn how to play the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,8,The video does not provide specific details about the duration it took for the man to learn how to play the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,9,The video does not provide specific information about the time it took for the man to learn how to play the flute to his current level of proficiency.,0.8604
QgzFuzktegE,QgzFuzktegE,10,"According to the video, the man has been learning to play the flute for 3 years to reach his current level of proficiency.",0.8604
QhczbmyAPQw,QhczbmyAPQw,1,There are two red round patches on the woman's jeans.,0.5179
QhczbmyAPQw,QhczbmyAPQw,2,There are two red round patches on the woman's jeans.,0.5179
QhczbmyAPQw,QhczbmyAPQw,3,There are two red round patches on the woman's jeans.,0.5179
QhczbmyAPQw,QhczbmyAPQw,4,There are two red round patches on the woman's jeans.,0.5179
