Q_ID,Video_ID,Rank,Answer,Time (sec),,
ODMhTBX1kSk,ODMhTBX1kSk,6,The man and woman engage in a dance performance on the platform.,3.9684,,
ODMhTBX1kSk,ODMhTBX1kSk,7,"After the man and woman climb onto the platform, they stand together in front of a large screen displaying the words ""Maverick"" and ""Maverick"" with a logo, engaging with the audience.",3.9684,,
ODMhTBX1kSk,ODMhTBX1kSk,8,The man and woman start dancing on the stage.,3.9684,,
ODMhTBX1kSk,ODMhTBX1kSk,9,"After the man and woman climb onto the platform, they begin to dance together.",3.9684,,
ODMhTBX1kSk,ODMhTBX1kSk,10,"After the man and woman climb onto the platform, they appear to be performing or presenting something, as they are holding microphones and the woman is gesturing towards the audience.",3.9684,,
OdvR45DCdWo,OdvR45DCdWo,1,"The last word in the song sung in this video is not provided, as the video does not show the end of the song.",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,2,"The last word in the song sung in this video is ""love"".",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,3,"The last word in the song sung in this video is ""love.""",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,4,"The last word in the song sung in this video is ""love.""",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,5,"The last word in the song sung in this video is ""love"".",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,6,"The last word in the song sung in this video is ""love"".",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,7,"The last word in the song sung in this video is ""love"".",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,8,"The last word in the song sung in this video is ""love"".",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,9,"The last word in the song sung in this video is ""blue"".",3.9177,,
OdvR45DCdWo,OdvR45DCdWo,10,"The last word in the song sung in this video is ""light.""",3.9177,,
Od_pstVp5Sk,Od_pstVp5Sk,1,There are two light fixtures by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,2,There is one light fixture by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,3,There are two light fixtures by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,4,There are two light fixtures by the door in the picture.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,5,There are two light fixtures by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,6,There is one light fixture by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,7,There are two light fixtures by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,8,There are two light fixtures by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,9,There is one light fixture by the door.,3.3226,,
Od_pstVp5Sk,Od_pstVp5Sk,10,One.,3.3226,,
OegrkuMK4Mc,OegrkuMK4Mc,1,"The men spin around because the person in the red shirt is spinning the glass with a straw in it, creating a whirlpool effect.",3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,2,"The men spin around after the person in the red shirt adds a straw to the glass of red liquid, which appears to be a drink, and then the person in the striped shirt pours water into it.",3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,3,"The men spin around because they are playing a game of drinking a large amount of water quickly, as seen in the video.",3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,4,The men spin around after the person in the red shirt pours a liquid into a glass and stirs it.,3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,5,"The men spin around because the man in the red shirt mixed the contents of the glass and bottle, creating a drink that likely tasted good.",3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,6,"The men spin around after the man in the red shirt pours a red liquid into a glass and adds a straw, then walks away.",3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,7,The men spin around because they are playing a game that involves mixing a drink using a straw and then quickly mixing it with a large bottle of water.,3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,8,"The men spin around because the young man in the red shirt added a straw to a glass of red liquid, causing the drink to spin rapidly.",3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,9,"The men spin around after the man in the red shirt adds a straw to the glass of water and red liquid, and the liquid starts swirling.",3.9683,,
OegrkuMK4Mc,OegrkuMK4Mc,10,The men spin around because they are surprised by the drink's reaction after mixing the red liquid with water.,3.9683,,
Oepj9j_fkO4,Oepj9j_fkO4,1,The man unscrewed the cap of a can of Smartwhip before blowing up the balloon.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,2,The man inserted a nozzle into a Smartwhip can and secured it with a green cap.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,3,The man held a can of Smartwhip and squeezed it to blow up a balloon.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,4,The man held a can of Smartwhip and used a white nozzle to blow air into a green balloon.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,5,The man opened a can of Smartwhip and sprayed it into a balloon.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,6,The man unscrewed the cap of a can of Smartwhip and opened it.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,7,The man removed the cap from a Smartwhip canister and unscrewed the nozzle.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,8,The man unscrewed the cap from the Smartwhip can.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,9,The man inserted a nozzle into a Smartwhip canister and blew air into the balloon.,3.8128,,
Oepj9j_fkO4,Oepj9j_fkO4,10,The man removed the cap from a can of Smartwhip.,3.8128,,
OGTZn0v_g1I,OGTZn0v_g1I,1,The Sheet Bend knot is used for joining two ropes together.,4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,2,The Sheet Bend knot is typically used for joining two ropes of different thicknesses and to connect a line to a ring.,4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,3,"This knot, known as the Sheet Bend, is primarily used for joining two ropes of different thicknesses. It is versatile and often used in sailing and other maritime applications where the strength and reliability of the connection are crucial.",4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,4,"This knot, known as the Sheet Bend, is used for joining two ropes of different thicknesses.",4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,5,"This is a Sheet Bend knot, used for joining two ropes of different thicknesses or materials.",4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,6,"This is the Sheet Bend knot, which is commonly used to join two ropes of different thicknesses or materials.",4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,7,"The Sheet Bend knot is commonly used to join two ropes of different thicknesses or to attach a rope to a ring or cleat. It is also known as the ""Bent Knot"" and is a versatile knot that can be used in various applications, such as sailing, climbing, and general rope handling.",4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,8,The Sheet Bend knot is used for joining two ropes of different thicknesses.,4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,9,"The Sheet Bend knot is used to connect two ropes of different thicknesses, allowing them to be tied together securely.",4.01,,
OGTZn0v_g1I,OGTZn0v_g1I,10,The Sheet Bend knot is used to connect two ropes of different thicknesses.,4.01,,
OHIPf6PUzfk,OHIPf6PUzfk,1,"The first two pitches were called strikes because the batter did not swing at them, indicating that the pitches were outside the strike zone.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,2,"The first two pitches were called strikes because the batter did not swing at them, indicating that he was not ready to hit the ball when it was thrown.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,3,"The first two pitches were called strikes because the batter did not swing at them, indicating that he did not want to hit the ball.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,4,"The first two pitches were called strikes because the batter did not swing at them, even though he was in the batter's box.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,5,"The first two pitches were called strikes because the batter did not swing, indicating he was not trying to hit the ball.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,6,"The batter was not swinging, so the first two pitches were called strikes.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,7,"The pitcher threw the ball within the strike zone, and the batter did not swing, indicating that he did not intend to hit the ball.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,8,"The first two pitches were called strikes because the batter did not swing, indicating that they were not attempting to hit the ball.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,9,"The first two pitches were called strikes because the batter did not swing at them, even though they were within the strike zone.",4.1468,,
OHIPf6PUzfk,OHIPf6PUzfk,10,"The first two pitches were called strikes because the batter did not swing at them, even though the pitches were in the strike zone.",4.1468,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,1,"After the woman sneezes and blows the doll away, she then covers her nose and mouth with a red mask.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,2,"After the woman sneezes and blows the doll away, she sits back down on the couch and continues to interact with the man.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,3,"After the woman sneezes and blows the doll away, the man reacts by moving his head, and the woman sits on the couch, appearing amused.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,4,"After the woman sneezes and blows the doll away, she sits back down on the couch, looks around, and then walks towards the door.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,5,"The woman removes her sunglasses, and the scene transitions to her standing outside a house.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,6,"After the woman sneezes and blows the doll away, she sits back on the couch and covers her nose with her hand.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,7,"The man reacts to the sneeze by moving the doll, and the woman ends up standing up with a smile, holding a red object.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,8,The woman gets up from the couch and walks towards a glass door.,3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,9,"After the woman sneezes and blows the doll away, she looks surprised and then covers her face with her hand.",3.63,,
OJ7Cf6IlTfM,OJ7Cf6IlTfM,10,"After the woman sneezes and blows the doll away, she puts on a face mask while the man looks surprised and confused.",3.63,,
OKy74dEPaaw,OKy74dEPaaw,1,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,2,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,3,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,4,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,5,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,6,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,7,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,8,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,9,There is one camera in the video.,3.4427,,
OKy74dEPaaw,OKy74dEPaaw,10,There is one camera in the video.,3.4427,,
OQ1nmIuImes,OQ1nmIuImes,1,"The black guy's reaction, where he stopped using his phone and gestured towards the white guy, suggests that he might have felt uncomfortable or irritated by the white guy squatting on the bench in the same way he was. This could indicate a concern for personal space or a desire for the bench to be used in a",4.1595,,
OQ1nmIuImes,OQ1nmIuImes,2,The black guy's reaction suggests he is upset or annoyed by the white guy squatting on the bench in the same manner.,4.1595,,
OQ1nmIuImes,OQ1nmIuImes,3,The black guy's reaction suggests he might have been uncomfortable or inconvenienced by the white guy squatting on the bench in the same way he was sitting.,4.1595,,
OQ1nmIuImes,OQ1nmIuImes,4,"The black guy appeared to be surprised or taken aback by the white guy squatting on the bench the same way, as he quickly stood up and walked away.",4.1595,,
OQ1nmIuImes,OQ1nmIuImes,5,"The black guy reacted by standing up and walking away, indicating he was uncomfortable or disturbed by the white guy squatting on the bench.",4.1595,,
OQ1nmIuImes,OQ1nmIuImes,6,"The black guy appeared to be frustrated or annoyed by the white guy squatting on the bench in the same manner, as indicated by his body language and gestures.",4.1595,,
OQ1nmIuImes,OQ1nmIuImes,7,"The black guy seemed to mirror the white guy's behavior by squatting on the bench in the same manner, possibly indicating a shared understanding or playful interaction.",4.1595,,
OQ1nmIuImes,OQ1nmIuImes,8,The black guy's reaction suggests he might have felt uncomfortable or annoyed by the white guy squatting on the bench in the same way.,4.1595,,
OQ1nmIuImes,OQ1nmIuImes,9,"The black guy seemed to be disappointed or annoyed by the white guy squatting on the bench in the same manner, as he moved to stand up and then sat back down in frustration.",4.1595,,
OQ1nmIuImes,OQ1nmIuImes,10,The black guy's reaction suggests that he is less bothered by the white guy squatting on the bench than he was by the original person who did the same action.,4.1595,,
Ord-GrcULgE,Ord-GrcULgE,1,The video does not show any instrument being played.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,2,The video ends without showing any instrument being played.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,3,A guitar is being played at the end of the video.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,4,A piano is being played at the end of the video.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,5,There is no instrument being played at the end of the video.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,6,The video ends with a person playing a violin.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,7,There is no instrument being played at the end of the video.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,8,The video does not show any instrument being played at the end.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,9,A guitar is being played at the end of the video.,3.927,,
Ord-GrcULgE,Ord-GrcULgE,10,The video does not show any instrument being played at the end.,3.927,,
OtBRqhlx97A,OtBRqhlx97A,1,The man is holding his phone up to record content while he is running.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,2,The man is holding his phone up to record himself while he is running.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,3,"The man is holding his phone up to record content while running, as indicated by the text overlay that says, ""POV: You're running and trying to record content at the same time.""",3.8396,,
OtBRqhlx97A,OtBRqhlx97A,4,The man is holding his phone up to record himself while running.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,5,The man is holding his phone up to record content while he is running.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,6,The man is holding his phone up to record content while running.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,7,The man is holding his phone up to record content while running.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,8,The man is holding his phone up to record content while he is running.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,9,The man is holding his phone up while running to record content as he runs.,3.8396,,
OtBRqhlx97A,OtBRqhlx97A,10,The man is holding his phone up to record content while he is running.,3.8396,,
OThOm8Gyfv0,OThOm8Gyfv0,1,The speaker is holding and describing a special edition fidget spinner made of a special alloy with a built-in shield-like design.,3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,2,"The speaker is holding and describing a special edition fidget spinner called ""Pill Bug"" by Gobigger, which is made of a special alloy with a built-in shield-like design.",3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,3,It is a special edition Pill Bug fidget spinner made of a special alloy with a built-in shield-like design.,3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,4,The speaker is holding and describing a special edition fidget spinner made of a special alloy with a built-in shield-like design.,3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,5,"The special thing the speaker is holding and describing is a fidget spinner made of a special alloy with a built-in shield-like design, which is described as mesmerizing to look at and listen to.",3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,6,"The speaker is holding and describing a fidget spinner made of a special alloy with a built-in shield-like design, which is both mesmerizing to look at and satisfying to listen to.",3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,7,"The speaker is holding and describing a special edition fidget spinner, the Pill Bug by Gobigger, which is made of a special alloy with a built-in shield-like design.",3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,8,"The speaker is holding and describing a special edition fidget spinner called ""Pill Bug"" by Gobigger, which is made of a special alloy and has a built-in shield-like design.",3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,9,"The speaker is holding and describing a special edition Pill Bug fidget spinner by Gobigger, which is made of a special alloy and has a built-in shield-like design.",3.8965,,
OThOm8Gyfv0,OThOm8Gyfv0,10,"The speaker is holding and describing a special edition fidget spinner called a ""Pill Bug"" by GoBigger, which is made of a special alloy and has a built-in shield-like design, making it highly satisfying to spin.",3.8965,,
Ou68W-kNQvg,Ou68W-kNQvg,1,"The drawing depicts an anime-style character with a split face, one side showing a close-up of an eye and the other side showing a more detailed view of the character's face and expression, inviting viewers to provide feedback.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,2,"The drawing depicts a detailed sketch of an anime character with a split face, one side showing an eye with a clock face and the other side showing a more expressive eye. The artist is in the process of adding details, as indicated by the text ""SOME DETAILS,"" and encourages viewers to share their opinions.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,3,"The drawing depicts a detailed anime-style character with intricate shading and expressive eyes, showcasing the artist's skill in creating dynamic and engaging artwork.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,4,"The drawing depicts a detailed anime-style character with distinct features and intricate shading, and the artist is adding final touches to the artwork, inviting viewers to share their opinions.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,5,"The drawing appears to be an anime-style illustration of a character with distinctive features, including a large eye, a mouth with a single tooth, and a split face, suggesting a unique or fantastical character design.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,6,"The drawing appears to be in progress, with a pencil adding details to an anime-style character, and the artist invites viewers to share their opinions.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,7,"The drawing depicts an anime-style character with detailed eyes and hair, and the artist is adding final touches with a pencil, showcasing intricate details.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,8,"The drawing appears to be an anime-style illustration in progress, with details being added to the character's face and hair, and a prompt for viewers to share their opinions in the comments.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,9,"The drawing depicts a character with detailed features, including a large eye, intricate hair, and a mask-like face, with a pencil being used to add or refine details.",4.4436,,
Ou68W-kNQvg,Ou68W-kNQvg,10,"The drawing appears to be an anime-style artwork in progress, showing a character with detailed features and vibrant colors, including a yellow eye and red eyes. The artist is using a pencil to add details to the character's face and body.",4.4436,,
OUwnypSOteg,OUwnypSOteg,1,"The tractor is balancing on its rear wheels because the front wheels are lifted off the ground, possibly due to an unstable or uneven surface.",4.2048,,
OUwnypSOteg,OUwnypSOteg,2,"The tractor is balancing on its rear wheels because the front wheels are lifted off the ground, likely as part of a stunt or to perform a specific task.",4.2048,,
OUwnypSOteg,OUwnypSOteg,3,"The tractor is balancing on its rear wheels because the front wheels are lifted off the ground, likely due to a misalignment or a playful maneuver by the person driving it.",4.2048,,
OUwnypSOteg,OUwnypSOteg,4,"The tractor is balancing on its rear wheels because the front wheels have been removed, which creates a dramatic effect as the man rides it.",4.2048,,
OUwnypSOteg,OUwnypSOteg,5,"The tractor is balancing on its rear wheels because the front wheels have lifted off the ground, possibly due to an uneven surface or an attempt to perform a wheelie.",4.2048,,
OUwnypSOteg,OUwnypSOteg,6,"The tractor is balancing on its rear wheels because the front wheels have been removed, likely for maintenance or repair.",4.2048,,
OUwnypSOteg,OUwnypSOteg,7,"The tractor is balancing on its rear wheels because the front wheels are off the ground, likely due to a loss of traction or an uneven surface.",4.2048,,
OUwnypSOteg,OUwnypSOteg,8,"The tractor is balancing on its rear wheels because the front wheels are lifted off the ground, likely due to the employee's reckless driving.",4.2048,,
OUwnypSOteg,OUwnypSOteg,9,"The tractor is balancing on its rear wheels as a humorous or exaggerated display of skill or fun, possibly mimicking the behavior of a skilled driver or performing a stunt.",4.2048,,
OUwnypSOteg,OUwnypSOteg,10,"The tractor is balancing on its rear wheels because the front wheels have come off, as indicated by the text ""Patr?o saiu:"" which suggests that the owner has left, leaving the worker to handle the situation.",4.2048,,
OV6VkWpi_0M,OV6VkWpi_0M,1,"The men appear to be running in a tense or urgent manner, possibly as part of a staged event or a scene from a film or drama.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,2,"The men are running in a coordinated manner, possibly as part of a training exercise or a tactical drill, in front of a caravan of cars.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,3,The men are running in front of a caravan of cars as part of a staged event or performance.,4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,4,"The men are running in front of the caravan of cars, possibly as part of a staged action scene or a playful scenario.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,5,"The men appear to be running in a coordinated manner, possibly as part of a training exercise or a staged event, given the context of the scene with the pink tent and the presence of vehicles.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,6,"The men appear to be running, possibly as part of a training exercise or a performance, given the context of the setting and their attire.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,7,"The men are running in front of the caravan of cars, possibly as part of a coordinated activity or performance.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,8,"The men appear to be running in a coordinated manner, possibly as part of a performance or an event, given the presence of the pink canopy and the cars in the background.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,9,"The men appear to be running in a direction away from the camera, potentially as part of a coordinated action or event, given the presence of the large caravan of cars and the red canopy structure in the background.",4.1817,,
OV6VkWpi_0M,OV6VkWpi_0M,10,"The men appear to be running as if in a hurry or escaping something, which might suggest a sense of urgency or danger in the scene.",4.1817,,
OVAy9Y-zh1E,OVAy9Y-zh1E,1,2,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,2,1,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,3,1,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,4,2,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,5,1,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,6,We see one catch in the video.,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,7,1,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,8,1,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,9,2,3.2397,,
OVAy9Y-zh1E,OVAy9Y-zh1E,10,1,3.2397,,
OvGHkeKuLNk,OvGHkeKuLNk,1,The video does not provide enough information to answer the question accurately.,3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,2,The cany box is placed on a colorful striped fabric.,3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,3,There is a wall lamp behind the candy box.,3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,4,There is a striped pillow behind the candy box.,3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,5,"Behind the candy box is a colorful striped fabric, possibly a tablecloth or a piece of clothing.",3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,6,"Behind the candy box, there is a colorful striped blanket.",3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,7,A wall with a poster and a string of colorful beads.,3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,8,There is a striped pillow behind the candy box.,3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,9,"Behind the candy box, there is a colorful striped pillow.",3.5918,,
OvGHkeKuLNk,OvGHkeKuLNk,10,A striped pillow is behind the candy box.,3.5918,,
OVMLkh4we3c,OVMLkh4we3c,1,"Yes, the defensive technique demonstrated in the video appears to be a controlled takedown, which is a common defensive move in martial arts, especially in Brazilian Jiu-Jitsu.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,2,"Yes, the technique shown appears to be a well-executed defensive maneuver in Brazilian Jiu-Jitsu, where the individual maintains control and successfully transitions to a dominant position on the mat.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,3,"The technique demonstrated in the video appears to be a defensive move where the person in the red shirt uses their arm to grab the other person's arm and throws them to the ground, which can be effective in a real defensive scenario. However, the effectiveness can vary based on the context and the individuals involved.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,4,"The defensive technique shown in the video appears to be effective in countering a grab from behind and transitioning into a takedown, which is a common defensive maneuver in martial arts.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,5,"Yes, the technique demonstrated appears to be a good defensive maneuver, as it successfully counters the opponent's attack and leads to a takedown.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,6,"Yes, the defensive technique demonstrated in the video appears to be effective for countering a grab and maintaining control.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,7,"Yes, the defensive technique shown in the video appears to be effective, as it allows the person in the red shirt to successfully take down the person in the striped shirt.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,8,"Yes, the technique demonstrated appears to be a good defensive maneuver, as it involves a takedown and a position that can be used to control the opponent.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,9,"The defensive technique shown in the video appears to be effective, as it successfully throws the opponent to the ground.",3.9314,,
OVMLkh4we3c,OVMLkh4we3c,10,"The defensive technique demonstrated in the video appears to be effective, as it successfully counters the opponent's throw and maintains control.",3.9314,,
OWN6O_7_Zro,OWN6O_7_Zro,1,"The phone app used in the video is a messaging app, likely WhatsApp, as indicated by the layout and features such as the chat interface and keyboard.",3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,2,"The video shows a text conversation being typed on a messaging app, but the specific app name is not clearly visible or identifiable from the image provided.",3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,3,The phone app used in the video is KakaoTalk.,3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,4,"The phone app used in the video is a messaging app, likely WhatsApp.",3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,5,The phone app used in the video is KakaoTalk.,3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,6,"The phone app used in the video is a messaging app, likely WhatsApp, as indicated by the layout and features such as the keyboard, send button, and chat interface.",3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,7,"The phone app used in the video is a messaging app, likely WhatsApp, based on the interface and layout.",3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,8,"The phone app used in the video is a messaging app, likely WhatsApp, based on the interface and the presence of a keyboard at the bottom.",3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,9,"The video shows a conversation on a messaging app, likely WhatsApp, given the layout and keyboard interface.",3.999,,
OWN6O_7_Zro,OWN6O_7_Zro,10,"The phone app used in the video is a messaging app, likely WhatsApp, as indicated by the chat interface and the presence of a keyboard with a ""Send"" button.",3.999,,
OxBUQ5pV5X8,OxBUQ5pV5X8,1,The car hit 2 road signs.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,2,The car hit 4 road signs in the video.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,3,The car hit 1 road sign in the video.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,4,The car hit 3 road signs in the video.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,5,The car hit 1 road sign.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,6,The car hit 1 road sign.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,7,The car hit 3 road signs.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,8,The car hit 1 road sign in the video.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,9,The car hit 1 road sign.,3.6208,,
OxBUQ5pV5X8,OxBUQ5pV5X8,10,The car hit 2 road signs.,3.6208,,
OXW2JaSW1GE,OXW2JaSW1GE,1,"The video shows a dental procedure for the removal of a wisdom tooth, highlighting the preparation, anesthetic application, and the quick, painless extraction process.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,2,"The video shows the process of extracting a wisdom tooth in a dental clinic setting, highlighting the use of anesthesia and the duration of the procedure.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,3,"The video shows the process of wisdom tooth extraction, including the x-ray, preparation, and the actual extraction procedure in a dental clinic.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,4,"The video shows a dental procedure involving the removal of a wisdom tooth, highlighting the process from preparation to the actual extraction.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,5,"The video shows a dental procedure, specifically the removal of wisdom teeth, depicted in an x-ray and a clinical setting.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,6,"The video shows a step-by-step process of extracting a wisdom tooth, including the x-ray, anesthetic application, and the procedure itself.",4.1766,,
OXW2JaSW1GE,OXW2JaSW1GE,7,"The video shows a dental procedure, specifically the removal of a wisdom tooth, conducted in a professional dental setting.",4.1766,,
